player_name,age,nationality,team_name,start_year,end_year,appearances,league_name,image_url
Waldemar Anton,29,Germany,Dortmund,2024,2025,36,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/193004-1723922551.jpg?lm=1
Nikola Vasilj,29,Bosnia-Herzegovina,St. Pauli,2024,2025,43,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/248454-1755032189.jpg?lm=1
Kevin Diks,29,Indonesia,Mönchengladbach,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/335209-1760966816.jpg?lm=1
Phillipp Mwene,31,Austria,Mainz,2023,2025,65,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/127573-1722886402.jpg?lm=1
Phillipp Mwene,26,Austria,Mainz,2018,2020,30,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/127573-1722886402.jpg?lm=1
Harry Kane,32,England,Bayern Munich,2023,2025,73,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/132098-1700211169.jpg?lm=1
Yan Diomande,18,Cote d'Ivoire,Leipzig,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/1390649-1759779499.jpg?lm=1
Arijon Ibrahimovic,19,Germany,Heidenheim,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/744728-1755088466.jpg?lm=1
Joel Chima Fujita,23,Japan,St. Pauli,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/697277-1755032962.jpg?lm=1
Robin Hranac,25,Czech Republic,Hoffenheim,2024,2025,14,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/620217-1713471898.jpg?lm=1
Miro Muheim,27,Switzerland,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/298603-1728395082.jpg?lm=1
Ridle Baku,27,Germany,Leipzig,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/327251-1657203077.jpg?lm=1
Aleix García,28,Spain,Leverkusen,2024,2025,38,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/261504-1727378020.jpg?lm=1
Nadiem Amiri,29,Germany,Mainz,2024,2025,40,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/232454-1722885996.jpg?lm=1
Vladimír Coufal,33,Czech Republic,Hoffenheim,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/157672-1755091456.jpg?lm=1
Bazoumana Touré,19,Cote d'Ivoire,Hoffenheim,2024,2025,23,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/1067904-1755092124.jpg?lm=1
Nathaniel Brown,22,Germany,Frankfurt,2024,2025,36,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/691892-1724772335.jpg?lm=1
Angelo Stiller,24,Germany,Stuttgart,2023,2025,74,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/443710-1753308094.jpg?lm=1
Sebastian Sebulonsen,25,Norway,1.FC Köln,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/592387-1752841294.jpg?lm=1
Kamil Grabara,26,Poland,Wolfsburg,2024,2025,39,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/346551-1724770843.jpg?lm=1
Robin Koch,29,Germany,Frankfurt,2023,2025,71,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/328784-1753984898.jpg?lm=1
Leopold Querfeld,21,Austria,Union Berlin,2024,2025,37,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/597432-1726351317.jpg?lm=1
William Mikelbrencis,21,France,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/743500-1758189301.jpg?lm=1
Armindo Sieb,22,Germany,Mainz,2024,2025,37,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/569033-1722886149.jpg?lm=1
Ansgar Knauff,23,Germany,Frankfurt,2022,2025,95,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/429874-1663065826.jpg?lm=1
Rocco Reitz,23,Germany,Mönchengladbach,2022,2025,72,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/467434-1760966939.jpg?lm=1
Rocco Reitz,18,Germany,Mönchengladbach,2020,2020,2,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/467434-1760966939.jpg?lm=1
Noah Atubolu,23,Germany,Freiburg,2023,2025,70,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/526845-1753984204.jpg?lm=1
Chrislain Matsima,23,France,Augsburg,2024,2025,40,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/569383-1755200922.jpg?lm=1
Eric Martel,23,Germany,1.FC Köln,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/597000-1657110079.jpg?lm=1
Eric Martel,21,Germany,1.FC Köln,2022,2023,59,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/597000-1657110079.jpg?lm=1
Louis Oppie,23,Germany,St. Pauli,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/605265-1755032713.jpg?lm=1
Tiago Tomás,23,Portugal,Stuttgart,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/616344-1695623995.jpg?lm=1
Tiago Tomás,20,Portugal,Stuttgart,2021,2022,41,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/616344-1695623995.jpg?lm=1
Rômulo,23,Brazil,Leipzig,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/957874-1761551454.jpg?lm=1
Diant Ramaj,24,Germany,Heidenheim,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/448705-1755088320.jpg?lm=1
Ransford Königsdörffer,24,Ghana,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/470038-1758189531.jpg?lm=1
Han-Noah Massengo,24,France,Augsburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/536508-1755200310.jpg?lm=1
Justin Njinmah,24,Germany,Werder Bremen,2023,2025,60,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/596153-1722887298.jpg?lm=1
Felix Nmecha,25,Germany,Dortmund,2023,2025,56,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/406640-1709560961.jpg?lm=1
Nicolai Remberg,25,Germany,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/592534-1758188560.jpg?lm=1
Rayan Philippe,25,France,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/694507-1758188945.jpg?lm=1
Derrick Köhn,26,Ghana,Union Berlin,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/391780-1707464358.png?lm=1
Vini Souza,26,Brazil,Wolfsburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/663581-1752736121.jpg?lm=1
Finn Dahmen,27,Germany,Augsburg,2023,2025,60,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/251299-1755200500.jpg?lm=1
Robin Fellhauer,27,Germany,Augsburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/264960-1755201733.jpg?lm=1
Joël Schmied,27,Switzerland,1.FC Köln,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/322517-1752737253.jpg?lm=1
Danilho Doekhi,27,Netherlands,Union Berlin,2022,2025,93,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/387047-1692707468.jpg?lm=1
Omar Traoré,27,Germany,Heidenheim,2023,2025,71,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/388294-1690186175.jpg?lm=1
Marco Grüll,27,Austria,Werder Bremen,2024,2025,40,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/391766-1756027360.jpg?lm=1
Ragnar Ache,27,Germany,1.FC Köln,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/416380-1752742777.jpg?lm=1
Maximilian Eggestein,28,Germany,Freiburg,2021,2025,138,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/190284-1723189965.jpg?lm=1
Moritz Nicolas,28,Germany,Mönchengladbach,2023,2025,56,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/284270-1722945496.jpg?lm=1
Eric Smith,28,Sweden,St. Pauli,2024,2025,42,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/292534-1755032356.jpg?lm=1
Mathias Pereira Lage,28,Portugal,St. Pauli,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/424072-1755031981.jpg?lm=1
Jonas Föhrenbach,29,Germany,Heidenheim,2023,2025,70,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/192169-1755087596.jpg?lm=1
Alexander Nübel,29,Germany,Stuttgart,2023,2025,74,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/195778-1691998861.jpg?lm=1
Marnon Busch,30,Germany,Heidenheim,2023,2025,49,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/117478-1755087683.jpg?lm=1
Marvin Schwäbe,30,Germany,1.FC Köln,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/160929-1721140634.jpg?lm=1
Marvin Schwäbe,28,Germany,1.FC Köln,2021,2023,89,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/160929-1721140634.jpg?lm=1
Grischa Prömel,30,Germany,Hoffenheim,2022,2025,58,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/234029-1755091326.jpg?lm=1
Bernardo,30,Brazil,Hoffenheim,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/364258-1691250245.jpg?lm=1
Rani Khedira,31,Germany,Union Berlin,2021,2025,127,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/124410-1692707430.jpg?lm=1
Matthias Ginter,31,Germany,Freiburg,2022,2025,99,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/124502-1753984264.jpg?lm=1
Matthias Ginter,19,Germany,Freiburg,2011,2013,70,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/124502-1753984264.jpg?lm=1
Patrick Mainka,31,Germany,Heidenheim,2023,2025,78,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/133731-1755087959.jpg?lm=1
Janik Haberer,31,Germany,Union Berlin,2022,2025,91,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/177779-1692707721.jpg?lm=1
Daniel Heuer Fernandes,32,Portugal,Hamburg,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/84993-1758189215.jpg?lm=1
Danny da Costa,32,Germany,Mainz,2022,2025,77,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/85906-1752588257.jpg?lm=1
Danny da Costa,26,Germany,Mainz,2020,2020,22,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/85906-1752588257.jpg?lm=1
Mark Flekken,32,Netherlands,Leverkusen,2025,2025,10,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/125714-1758704276.jpg?lm=1
Vincenzo Grifo,32,Italy,Freiburg,2020,2025,174,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/185077-1753983973.jpg?lm=1
Vincenzo Grifo,25,Italy,Freiburg,2018,2018,23,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/185077-1753983973.jpg?lm=1
Vincenzo Grifo,23,Italy,Freiburg,2016,2016,30,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/185077-1753983973.jpg?lm=1
Frederik Rönnow,33,Denmark,Union Berlin,2021,2025,107,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/107775-1692707378.jpg?lm=1
Péter Gulácsi,35,Hungary,Leipzig,2016,2025,256,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/57071-1719214600.jpg?lm=1
Nelson Weiper,20,Germany,Mainz,2022,2025,46,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/796213-1692000176.jpg?lm=1
Konstantinos Koulierakis,21,Greece,Wolfsburg,2024,2025,39,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/669380-1752736071.jpg?lm=1
Tom Rothe,21,Germany,Union Berlin,2024,2025,35,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/798043-1755624376.jpg?lm=1
Farès Chaïbi,22,Algeria,Frankfurt,2023,2025,63,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/855015-1693383538.jpg?lm=1
Andréas Hountondji,23,Benin,St. Pauli,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/704155-1755031911.jpg?lm=1
Elias Saad,25,Tunisia,Augsburg,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/526466-1755201952.jpg?lm=1
Shuto Machino,26,Japan,Mönchengladbach,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/550580-1760967093.jpg?lm=1
Dayot Upamecano,27,France,Bayern Munich,2021,2025,111,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/344695-1701245272.jpg?lm=1
Jonathan Tah,29,Germany,Bayern Munich,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/196357-1695367765.jpg?lm=1
Leon Goretzka,30,Germany,Bayern Munich,2018,2025,189,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/153084-1700040179.jpg?lm=1
Serge Gnabry,30,Germany,Bayern Munich,2018,2025,202,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/159471-1759909173.jpg?lm=1
Marcel Sabitzer,31,Austria,Dortmund,2023,2025,60,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/106987-1711745992.jpg?lm=1
Antonio Nusa,20,Norway,Leipzig,2024,2025,34,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/894914-1724337096.jpg?lm=1
Jean-Mattéo Bahoya,20,France,Frankfurt,2023,2025,41,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/939964-1724772389.jpg?lm=1
Samuel Mbangula,21,Belgium,Werder Bremen,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/654991-1758702407.jpg?lm=1
Ernest Poku,21,Netherlands,Leverkusen,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/718303-1758703071.jpg?lm=1
Maximilian Beier,23,Germany,Dortmund,2024,2025,38,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/578392-1733829348.jpg?lm=1
Julian Ryerson,27,Norway,Dortmund,2023,2025,59,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/370789-1709561216.jpg?lm=1
Elvis Rexhbecaj,28,Kosovo,Augsburg,2022,2025,92,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/280575-1755201620.jpg?lm=1
Ramy Bensebaini,30,Algeria,Dortmund,2023,2025,57,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/284732-1730103772.jpg?lm=1
Mert Kömür,20,Germany,Augsburg,2023,2025,33,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/777005-1755201514.jpg?lm=1
Ezechiel Banzuzi,20,Netherlands,Leipzig,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/865682-1742827854.jpg?lm=1
Jonathan Burkardt,25,Germany,Frankfurt,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/333647-1753985077.jpg?lm=1
Serhou Guirassy,29,Guinea,Dortmund,2024,2025,39,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/270541-1755989642.jpg?lm=1
Can Uzun,19,Türkiye,Frankfurt,2024,2025,29,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/816585-1724772468.jpg?lm=1
Jamie Leweling,24,Germany,Stuttgart,2023,2025,70,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/518505-1691999306.jpg?lm=1
James Sands,25,United States,St. Pauli,2024,2025,16,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/393321-1755032856.jpg?lm=1
Yukinari Sugawara,25,Japan,Werder Bremen,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/405385-1758702447.jpg?lm=1
Andrej Ilic,25,Serbia,Union Berlin,2024,2025,25,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/583699-1726350811.jpg?lm=1
Marco Friedl,27,Austria,Werder Bremen,2022,2025,90,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/156990-1756027279.jpg?lm=1
Marco Friedl,22,Austria,Werder Bremen,2017,2020,76,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/156990-1756027279.jpg?lm=1
Maximilian Mittelstädt,28,Germany,Stuttgart,2023,2025,71,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/282660-1723707584.jpg?lm=1
Andreas Hanche-Olsen,28,Norway,Mainz,2022,2025,63,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/370683-1692000124.jpg?lm=1
Alejandro Grimaldo,30,Spain,Leverkusen,2023,2025,74,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/193082-1689710805.jpg?lm=1
Robert Andrich,31,Germany,Leverkusen,2021,2025,115,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/159088-1758703807.jpg?lm=1
Haris Tabakovic,31,Bosnia-Herzegovina,Mönchengladbach,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/203123-1720778399.jpg?lm=1
Pascal Groß,34,Germany,Dortmund,2024,2025,39,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/82873-1746195832.jpg?lm=1
Christian Kofane,19,Cameroon,Leverkusen,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/1364454-1758702715.jpg?lm=1
Joe Scally,22,United States,Mönchengladbach,2021,2025,130,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/504153-1760967039.jpg?lm=1
Johan Bakayoko,22,Belgium,Leipzig,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/565424-1697637209.jpg?lm=1
Castello Lukeba,22,France,Leipzig,2023,2025,64,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/618472-1713897532.jpg?lm=1
Elye Wahi,22,France,Frankfurt,2024,2025,17,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/659542-1753984614.jpg?lm=1
Tim Lemperle,23,Germany,Hoffenheim,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/553285-1755090691.jpg?lm=1
Kristoffer Lund,23,United States,1.FC Köln,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/623773-1671206846.jpg?lm=1
Derry Scherhant,23,Germany,Freiburg,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/820957-1753954863.jpg?lm=1
Wouter Burger,24,Netherlands,Hoffenheim,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/412953-1755092325.jpg?lm=1
Sacha Boey,25,France,Bayern Munich,2023,2025,24,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/475413-1706907003.jpg?lm=1
Loïc Badé,25,France,Leverkusen,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/730581-1758704021.jpg?lm=1
Senne Lynen,26,Belgium,Werder Bremen,2023,2025,73,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/338668-1756028282.jpg?lm=1
Mattias Svanberg,26,Sweden,Wolfsburg,2022,2025,86,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/342405-1752736577.jpg?lm=1
Martijn Kaars,26,Netherlands,St. Pauli,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/377729-1752826377.jpg?lm=1
Jan Schöppner,26,Germany,Heidenheim,2023,2025,68,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/581357-1721852254.jpg?lm=1
Niklas Dorsch,27,Germany,Heidenheim,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/251302-1755087869.jpg?lm=1
Chris Führich,27,Germany,Stuttgart,2021,2025,134,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/272278-1691999004.jpg?lm=1
Philipp Sander,27,Germany,Mönchengladbach,2024,2025,36,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/388409-1760966764.jpg?lm=1
Adrian Beck,28,Germany,Heidenheim,2023,2025,64,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/273669-1721852328.jpg?lm=1
Oliver Burke,28,Scotland,Union Berlin,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/341317-1755624913.jpg?lm=1
Daniel Elfadli,28,Libya,Hamburg,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/529895-1758189409.jpg?lm=1
Atakan Karazor,29,Türkiye,Stuttgart,2020,2025,146,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/232320-1753307846.jpg?lm=1
Tim Skarke,29,Germany,Union Berlin,2024,2025,42,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/287920-1747224742.jpg?lm=1
Tim Skarke,25,Germany,Union Berlin,2022,2022,12,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/287920-1747224742.jpg?lm=1
Jean-Luc Dompé,30,France,Hamburg,2025,2025,9,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/291222-1758189349.jpg?lm=1
Maximilian Arnold,31,Germany,Wolfsburg,2011,2025,384,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/117674-1660652294.JPG?lm=1
Dominik Kohr,31,Germany,Mainz,2020,2025,144,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/118847-1722886760.jpg?lm=1
Hauke Wahl,31,Germany,St. Pauli,2024,2025,42,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/154147-1755032459.jpg?lm=1
Lucas Höler,31,Germany,Freiburg,2017,2025,240,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/248999-1753984328.jpg?lm=1
Christopher Trimmel,38,Austria,Union Berlin,2019,2025,174,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/75921-1692707564.jpg?lm=1
Manuel Neuer,39,Germany,Bayern Munich,2011,2025,376,Bundesliga,https://img.a.transfermarkt.technology/portrait/medium/17259-1702419450.jpg?lm=1
